CITY NAME>>,<<PROVINCE NAME>>,<<PROVINCE GMI>>,<<COUNTYR NAME>>,<<COUNTRY FIPS CODE>>,<<COUNTRY GMI
Herat>>,<<Herat>>,<<AFG-HER>>,<<Afghanistan>>,<<AF>>,<<AFG>>,<<AFG006
Kerman>>,<<Kerman>>,<<IRN-KRM>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN022
Zahedan>>,<<Sistan va Baluchestan>>,<<IRN-BVS>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN023
Al Kasab>>,<<Musandam>>,<<OMN-MSN>>,<<Oman>>,<<MU>>,<<OMN>>,<<OMN001
Karachi>>,<<Sind>>,<<PAK-SIN>>,<<Pakistan>>,<<PK>>,<<PAK>>,<<PAK001
Muscat>>,<<Masqat>>,<<OMN-MSQ>>,<<Oman>>,<<MU>>,<<OMN>>,<<OMN002
Tarin Kowt>>,<<Oruzgan>>,<<AFG-ORZ>>,<<Afghanistan>>,<<AF>>,<<AFG>>,<<AFG007
Farah>>,<<Farah>>,<<AFG-FAR>>,<<Afghanistan>>,<<AF>>,<<AFG>>,<<AFG008
Kandahar>>,<<Quandahar>>,<<AFG-QND>>,<<Afghanistan>>,<<AF>>,<<AFG>>,<<AFG010
Lashkar Gah>>,<<Helmand>>,<<AFG-HLM>>,<<Afghanistan>>,<<AF>>,<<AFG>>,<<AFG011
Zaranj>>,<<Nimruz>>,<<AFG-NMR>>,<<Afghanistan>>,<<AF>>,<<AFG>>,<<AFG012
Quetta>>,<<Baluchistan>>,<<PAK-BLC>>,<<Pakistan>>,<<PK>>,<<PAK>>,<<PAK002
Srinagar>>,<<Jammu & Kashmir>>,<<IND-JAK>>,<<India>>,<<IN>>,<<IND>>,<<IND001
Amritsar>>,<<Punjab>>,<<IND-PNJ>>,<<India>>,<<IN>>,<<IND>>,<<IND002
Lahore>>,<<Punjab>>,<<PAK-PNJ>>,<<Pakistan>>,<<PK>>,<<PAK>>,<<PAK003
Simla>>,<<Himachal Pradesh>>,<<IND-HPR>>,<<India>>,<<IN>>,<<IND>>,<<IND003
Chandigarh>>,<<Chandigarh>>,<<IND-CHN>>,<<India>>,<<IN>>,<<IND>>,<<IND004
Delhi>>,<<Delhi>>,<<IND-DEL>>,<<India>>,<<IN>>,<<IND>>,<<IND005
Jaipur>>,<<Rajasthan>>,<<IND-RJS>>,<<India>>,<<IN>>,<<IND>>,<<IND006
Bhopal>>,<<Madhya Pradesh>>,<<IND-MPR>>,<<India>>,<<IN>>,<<IND>>,<<IND007
New Delhi>>,<<Delhi>>,<<IND-DEL>>,<<India>>,<<IN>>,<<IND>>,<<IND008
Ghazni>>,<<Ghazni>>,<<AFG-GHZ>>,<<Afghanistan>>,<<AF>>,<<AFG>>,<<AFG015
Hyderabad>>,<<Sind>>,<<PAK-SIN>>,<<Pakistan>>,<<PK>>,<<PAK>>,<<PAK007
Ahmadabad>>,<<Gujarat>>,<<IND-GJR>>,<<India>>,<<IN>>,<<IND>>,<<IND010
Almaty>>,<<Alma-Ata>>,<<KAZ-ALA>>,<<Kazakhstan>>,<<KZ>>,<<KAZ>>,<<KAZ017
Bishkek>>,<<Bishkek>>,<<KGZ-BSK>>,<<Kyrgyzstan>>,<<KG>>,<<KGZ>>,<<KGZ001
Namangan>>,<<Namangan>>,<<UZB-NMG>>,<<Uzbekistan>>,<<UZ>>,<<UZB>>,<<UZB008
Andizhan>>,<<Andizhan>>,<<UZB-AND>>,<<Uzbekistan>>,<<UZ>>,<<UZB>>,<<UZB009
Osh>>,<<Osh>>,<<KGZ-OSH>>,<<Kyrgyzstan>>,<<KG>>,<<KGZ>>,<<KGZ004
Fergana>>,<<Fergana>>,<<UZB-FRG>>,<<Uzbekistan>>,<<UZ>>,<<UZB>>,<<UZB010
Dushanbe>>,<<Dushanbe>>,<<TJK-DSH>>,<<Tajikistan>>,<<TI>>,<<TJK>>,<<TJK001
Feyzabad>>,<<Badakhshan>>,<<AFG-BDK>>,<<Afghanistan>>,<<AF>>,<<AFG>>,<<AFG017
Peshawar>>,<<North-west Frontier>>,<<PAK-NWF>>,<<Pakistan>>,<<PK>>,<<PAK>>,<<PAK008
Baghlan>>,<<Baghlan>>,<<AFG-BGH>>,<<Afghanistan>>,<<AF>>,<<AFG>>,<<AFG022
Bamian>>,<<Bamian>>,<<AFG-BAM>>,<<Afghanistan>>,<<AF>>,<<AFG>>,<<AFG025
Kabul>>,<<Kabol>>,<<AFG-KAB>>,<<Afghanistan>>,<<AF>>,<<AFG>>,<<AFG027
Baraki Barak>>,<<Lowgar>>,<<AFG-LWG>>,<<Afghanistan>>,<<AF>>,<<AFG>>,<<AFG029
Talas>>,<<Talas>>,<<KGZ-TLS>>,<<Kyrgyzstan>>,<<KG>>,<<KGZ>>,<<KGZ005
Tashkent>>,<<Tashkent>>,<<UZB-TSK>>,<<Uzbekistan>>,<<UZ>>,<<UZB>>,<<UZB011
Gulistan>>,<<Syrdar'ya>>,<<UZB-SRD>>,<<Uzbekistan>>,<<UZ>>,<<UZB>>,<<UZB012
Dzhambul>>,<<Dzhambul>>,<<KAZ-DZM>>,<<Kazakhstan>>,<<KZ>>,<<KAZ>>,<<KAZ019
Urumqi>>,<<Xinjiang>>,<<CHN-XNJ>>,<<China>>,<<CH>>,<<CHN>>,<<CHN002
Lucknow>>,<<Uttar Pradesh>>,<<IND-UPR>>,<<India>>,<<IN>>,<<IND>>,<<IND011
Kanpur>>,<<Uttar Pradesh>>,<<IND-UPR>>,<<India>>,<<IN>>,<<IND>>,<<IND012
Varanasi>>,<<Uttar Pradesh>>,<<IND-UPR>>,<<India>>,<<IN>>,<<IND>>,<<IND013
Pokhara>>,<<Gandaki>>,<<NPL-GND>>,<<Nepal>>,<<NP>>,<<NPL>>,<<NPL008
Kathmandu>>,<<Bagmati>>,<<NPL-BGM>>,<<Nepal>>,<<NP>>,<<NPL>>,<<NPL009
Patna>>,<<Bihar>>,<<IND-BIH>>,<<India>>,<<IN>>,<<IND>>,<<IND014
Khulna>>,<<Khulna>>,<<BGD-KHL>>,<<Bangladesh>>,<<BG>>,<<BGD>>,<<BGD002
Kolkata>>,<<West Bengal>>,<<IND-WBN>>,<<India>>,<<IN>>,<<IND>>,<<IND015
Thimphu>>,<<Thimphu>>,<<BTN-THM>>,<<Bhutan>>,<<BT>>,<<BTN>>,<<BTN002
Paro>>,<<Paro>>,<<BTN-PAR>>,<<Bhutan>>,<<BT>>,<<BTN>>,<<BTN004
Gangtok>>,<<Sikkim>>,<<IND-SKK>>,<<India>>,<<IN>>,<<IND>>,<<IND016
Nagpur>>,<<Maharashtra>>,<<IND-MHR>>,<<India>>,<<IN>>,<<IND>>,<<IND017
Chennai>>,<<Tamil Nadu>>,<<IND-TNA>>,<<India>>,<<IN>>,<<IND>>,<<IND020
Pondicherry>>,<<Pondicherry>>,<<IND-PND>>,<<India>>,<<IN>>,<<IND>>,<<IND021
Madurai>>,<<Tamil Nadu>>,<<IND-TNA>>,<<India>>,<<IN>>,<<IND>>,<<IND023
Trivandrum>>,<<Kerala>>,<<IND-KER>>,<<India>>,<<IN>>,<<IND>>,<<IND024
Cochin>>,<<Kerala>>,<<IND-KER>>,<<India>>,<<IN>>,<<IND>>,<<IND025
Mumbai>>,<<Maharashtra>>,<<IND-MHR>>,<<India>>,<<IN>>,<<IND>>,<<IND028
Pune>>,<<Maharashtra>>,<<IND-MHR>>,<<India>>,<<IN>>,<<IND>>,<<IND029
Hyderabad>>,<<Andhra Pradesh>>,<<IND-APR>>,<<India>>,<<IN>>,<<IND>>,<<IND030
Bangalore>>,<<Karnataka>>,<<IND-KRN>>,<<India>>,<<IN>>,<<IND>>,<<IND032
Mangalore>>,<<Karnataka>>,<<IND-KRN>>,<<India>>,<<IN>>,<<IND>>,<<IND033
Trincomalee>>,<<Eastern>>,<<LKA-EST>>,<<Sri Lanka>>,<<CE>>,<<LKA>>,<<LKA001
Kandy>>,<<Central>>,<<LKA-CEN>>,<<Sri Lanka>>,<<CE>>,<<LKA>>,<<LKA004
Colombo>>,<<Western>>,<<LKA-WST>>,<<Sri Lanka>>,<<CE>>,<<LKA>>,<<LKA006
Galle>>,<<Southern>>,<<LKA-STH>>,<<Sri Lanka>>,<<CE>>,<<LKA>>,<<LKA008
Koror>>,<<Palau>>,<<PLW>>,<<Palau>>,<<PS>>,<<PLW>>,<<PLW001
Davao>>,<<Southern Mindanao>>,<<PHL-SMN>>,<<Philippines>>,<<RP>>,<<PHL>>,<<PHL001
Manado>>,<<Sulawesi Utara>>,<<IDN-SUT>>,<<Indonesia>>,<<ID>>,<<IDN>>,<<IDN001
Hiroshima>>,<<Chugoku>>,<<JPN-CGK>>,<<Japan>>,<<JA>>,<<JPN>>,<<JPN001
Matsuyama>>,<<Shikoku>>,<<JPN-SHK>>,<<Japan>>,<<JA>>,<<JPN>>,<<JPN002
Luan Chau>>,<<Lai Chau>>,<<VNM-LCH>>,<<Vietnam>>,<<VM>>,<<VNM>>,<<VNM004
Louangphrabang>>,<<Louangphrabang>>,<<LAO-LNG>>,<<Laos>>,<<LA>>,<<LAO>>,<<LAO005
Shimonoseki>>,<<Chugoku>>,<<JPN-CGK>>,<<Japan>>,<<JA>>,<<JPN>>,<<JPN003
Mandalay>>,<<Mandalay>>,<<MMR-MND>>,<<Myanmar>>,<<BM>>,<<MMR>>,<<MMR001
Mae Hong Son>>,<<Mae Hong Son>>,<<THA-MHS>>,<<Thailand>>,<<TH>>,<<THA>>,<<THA004
Surat Thani>>,<<Surat Thani>>,<<THA-STH>>,<<Thailand>>,<<TH>>,<<THA>>,<<THA007
Phangnga>>,<<Phangnga>>,<<THA-PHN>>,<<Thailand>>,<<TH>>,<<THA>>,<<THA008
Phuket>>,<<Phuket>>,<<THA-PHK>>,<<Thailand>>,<<TH>>,<<THA>>,<<THA009
Banda Aceh>>,<<Aceh>>,<<IDN-ACE>>,<<Indonesia>>,<<ID>>,<<IDN>>,<<IDN002
Ipoh>>,<<Perak>>,<<MYS-PER>>,<<Malaysia>>,<<MY>>,<<MYS>>,<<MYS001
Medan>>,<<Sumatera Utara>>,<<IDN-SUA>>,<<Indonesia>>,<<ID>>,<<IDN>>,<<IDN003
Krabi>>,<<Krabi>>,<<THA-KRA>>,<<Thailand>>,<<TH>>,<<THA>>,<<THA011
Songkhla>>,<<Songkhla>>,<<THA-SNG>>,<<Thailand>>,<<TH>>,<<THA>>,<<THA014
Kangar>>,<<Perlis>>,<<MYS-PRL>>,<<Malaysia>>,<<MY>>,<<MYS>>,<<MYS003
Chittagong>>,<<Chittagong>>,<<BGD-CHT>>,<<Bangladesh>>,<<BG>>,<<BGD>>,<<BGD003
Rangoon>>,<<Rangoon>>,<<MMR-RNG>>,<<Myanmar>>,<<BM>>,<<MMR>>,<<MMR008
Moulmein>>,<<Mon State>>,<<MMR-MST>>,<<Myanmar>>,<<BM>>,<<MMR>>,<<MMR011
Tavoy>>,<<Tenasserim>>,<<MMR-TNS>>,<<Myanmar>>,<<BM>>,<<MMR>>,<<MMR012
Port Blair>>,<<Andaman and Nicobar Islands>>,<<IND-AAN>>,<<India>>,<<IN>>,<<IND>>,<<IND034
Chiang Mai>>,<<Chiang Mai>>,<<THA-CMA>>,<<Thailand>>,<<TH>>,<<THA>>,<<THA017
Tak>>,<<Tak>>,<<THA-TAK>>,<<Thailand>>,<<TH>>,<<THA>>,<<THA024
Bangkok>>,<<Krung Thep>>,<<THA-KTH>>,<<Thailand>>,<<TH>>,<<THA>>,<<THA041
Chachoengsao>>,<<Chachoengsao>>,<<THA-CHC>>,<<Thailand>>,<<TH>>,<<THA>>,<<THA042
Chon Buri>>,<<Chon Buri>>,<<THA-CBU>>,<<Thailand>>,<<TH>>,<<THA>>,<<THA045
Savannakhet>>,<<Savannakhet>>,<<LAO-SVN>>,<<Laos>>,<<LA>>,<<LAO>>,<<LAO006
Ubon Ratchathani>>,<<Ubon Ratchathani>>,<<THA-URT>>,<<Thailand>>,<<TH>>,<<THA>>,<<THA053
Rayong>>,<<Rayong>>,<<THA-RYN>>,<<Thailand>>,<<TH>>,<<THA>>,<<THA056
Trat>>,<<Trat>>,<<THA-TRA>>,<<Thailand>>,<<TH>>,<<THA>>,<<THA058
Khon Kaen>>,<<Khon Kaen>>,<<THA-KKA>>,<<Thailand>>,<<TH>>,<<THA>>,<<THA059
Surin>>,<<Surin>>,<<THA-SUR>>,<<Thailand>>,<<TH>>,<<THA>>,<<THA066
Phnom Penh>>,<<Phnum Penh>>,<<KHM-PPE>>,<<Cambodia>>,<<CB>>,<<KHM>>,<<KHM011
Vientiane>>,<<Viangchan>>,<<LAO-VNG>>,<<Laos>>,<<LA>>,<<LAO>>,<<LAO012
Udon Thani>>,<<Udon Thani>>,<<THA-UTA>>,<<Thailand>>,<<TH>>,<<THA>>,<<THA069
Thai Binh>>,<<Thai Binh>>,<<VNM-TBI>>,<<Vietnam>>,<<VM>>,<<VNM>>,<<VNM008
Tuyen Quang>>,<<Tuyen Quang>>,<<VNM-TQN>>,<<Vietnam>>,<<VM>>,<<VNM>>,<<VNM009
Thai Nguyen>>,<<Bac Thai>>,<<VNM-BTH>>,<<Vietnam>>,<<VM>>,<<VNM>>,<<VNM011
Hanoi>>,<<Ha Noi>>,<<VNM-HNO>>,<<Vietnam>>,<<VM>>,<<VNM>>,<<VNM013
Thanh Hoa>>,<<Thanh Hoa>>,<<VNM-THO>>,<<Vietnam>>,<<VM>>,<<VNM>>,<<VNM016
Lang Son>>,<<Lang Son>>,<<VNM-LSO>>,<<Vietnam>>,<<VM>>,<<VNM>>,<<VNM017
Haiphong>>,<<Hai Phong>>,<<VNM-HPH>>,<<Vietnam>>,<<VM>>,<<VNM>>,<<VNM020
Da Nang>>,<<Quang Nam-Da Nang>>,<<VNM-QND>>,<<Vietnam>>,<<VM>>,<<VNM>>,<<VNM023
Tuy Hoa>>,<<Phu Yen>>,<<VNM-PYN>>,<<Vietnam>>,<<VM>>,<<VNM>>,<<VNM028
Nha Trang>>,<<Khanh Hoa>>,<<VNM-KHO>>,<<Vietnam>>,<<VM>>,<<VNM>>,<<VNM030
Da Lat>>,<<Lam Dong>>,<<VNM-LDO>>,<<Vietnam>>,<<VM>>,<<VNM>>,<<VNM031
Phan Thiet>>,<<Binh Thuan>>,<<VNM-BTN>>,<<Vietnam>>,<<VM>>,<<VNM>>,<<VNM032
Kuala Terengganu>>,<<Terengganu>>,<<MYS-TRN>>,<<Malaysia>>,<<MY>>,<<MYS>>,<<MYS007
Kuala Lumpur>>,<<Kuala Lumpur>>,<<MYS-KLL>>,<<Malaysia>>,<<MY>>,<<MYS>>,<<MYS009
Shah Alam>>,<<Selangor>>,<<MYS-SLN>>,<<Malaysia>>,<<MY>>,<<MYS>>,<<MYS010
Kuching>>,<<Sarawak>>,<<MYS-SRW>>,<<Malaysia>>,<<MY>>,<<MYS>>,<<MYS011
Seremban>>,<<Negeri Sembilan>>,<<MYS-NSM>>,<<Malaysia>>,<<MY>>,<<MYS>>,<<MYS012
Melaka>>,<<Melaka>>,<<MYS-MEL>>,<<Malaysia>>,<<MY>>,<<MYS>>,<<MYS013
Johor Baharu>>,<<Johor>>,<<MYS-JOH>>,<<Malaysia>>,<<MY>>,<<MYS>>,<<MYS014
Pekanbaru>>,<<Riau>>,<<IDN-RIA>>,<<Indonesia>>,<<ID>>,<<IDN>>,<<IDN004
Singapore>>,<<Singapore>>,<<SGP>>,<<Singapore>>,<<SN>>,<<SGP>>,<<SGP001
Narathiwat>>,<<Narathiwat>>,<<THA-NRH>>,<<Thailand>>,<<TH>>,<<THA>>,<<THA072
Kota Baharu>>,<<Kelantan>>,<<MYS-KLN>>,<<Malaysia>>,<<MY>>,<<MYS>>,<<MYS015
Ho Chi Minh City>>,<<Ho Chi Minh>>,<<VNM-HCM>>,<<Vietnam>>,<<VM>>,<<VNM>>,<<VNM035
Kampot>>,<<Kampot>>,<<KHM-KMP>>,<<Cambodia>>,<<CB>>,<<KHM>>,<<KHM018
Bac Lieu>>,<<Minh Hai>>,<<VNM-MHA>>,<<Vietnam>>,<<VM>>,<<VNM>>,<<VNM046
Lhasa>>,<<Xizang>>,<<CHN-XZN>>,<<China>>,<<CH>>,<<CHN>>,<<CHN004
Myitkyina>>,<<Kachin State>>,<<MMR-KST>>,<<Myanmar>>,<<BM>>,<<MMR>>,<<MMR013
Imphal>>,<<Manipur>>,<<IND-MNP>>,<<India>>,<<IN>>,<<IND>>,<<IND035
Shillong>>,<<Meghalaya>>,<<IND-MGH>>,<<India>>,<<IN>>,<<IND>>,<<IND040
Agartala>>,<<Tripura>>,<<IND-TRP>>,<<India>>,<<IN>>,<<IND>>,<<IND041
Dhaka>>,<<Dhaka>>,<<BGD-DAK>>,<<Bangladesh>>,<<BG>>,<<BGD>>,<<BGD004
Barisal>>,<<Barisal>>,<<BGD-BRS>>,<<Bangladesh>>,<<BG>>,<<BGD>>,<<BGD005
Yinchuan>>,<<Ningxia>>,<<CHN-NNG>>,<<China>>,<<CH>>,<<CHN>>,<<CHN006
Xining>>,<<Qinghai>>,<<CHN-QNG>>,<<China>>,<<CH>>,<<CHN>>,<<CHN007
Lanzhou>>,<<Gansu>>,<<CHN-GAN>>,<<China>>,<<CH>>,<<CHN>>,<<CHN008
Xi'an>>,<<Shaanxi>>,<<CHN-SHA>>,<<China>>,<<CH>>,<<CHN>>,<<CHN010
Hohhot City>>,<<Nei Mongol>>,<<CHN-NMN>>,<<China>>,<<CH>>,<<CHN>>,<<CHN011
Chengdu>>,<<Sichuan>>,<<CHN-SCH>>,<<China>>,<<CH>>,<<CHN>>,<<CHN012
Chongqing>>,<<Chongqing>>,<<CHN-CHQ>>,<<China>>,<<CH>>,<<CHN>>,<<CHN013
Guiyang>>,<<Guizhou>>,<<CHN-GUI>>,<<China>>,<<CH>>,<<CHN>>,<<CHN014
Kunming>>,<<Yunnan>>,<<CHN-YNN>>,<<China>>,<<CH>>,<<CHN>>,<<CHN015
Nanning>>,<<Guangxi>>,<<CHN-GNG>>,<<China>>,<<CH>>,<<CHN>>,<<CHN016
Ha Giang>>,<<Ha Giang>>,<<VNM-HGN>>,<<Vietnam>>,<<VM>>,<<VNM>>,<<VNM047
Cao Bang>>,<<Cao Bang>>,<<VNM-CBA>>,<<Vietnam>>,<<VM>>,<<VNM>>,<<VNM048
Lao Cai>>,<<Lao Cai>>,<<VNM-LCA>>,<<Vietnam>>,<<VM>>,<<VNM>>,<<VNM049
Fuzhou>>,<<Fujian>>,<<CHN-FUJ>>,<<China>>,<<CH>>,<<CHN>>,<<CHN019
Taipei>>,<<Taiwan>>,<<CHN-TWN>>,<<China>>,<<CH>>,<<CHN>>,<<CHN020
Nanjing>>,<<Jiangsu>>,<<CHN-JNS>>,<<China>>,<<CH>>,<<CHN>>,<<CHN024
Hefei>>,<<Anhui>>,<<CHN-ANH>>,<<China>>,<<CH>>,<<CHN>>,<<CHN025
Shanghai>>,<<Shanghai>>,<<CHN-SHN>>,<<China>>,<<CH>>,<<CHN>>,<<CHN026
Wuhan>>,<<Hubei>>,<<CHN-HUB>>,<<China>>,<<CH>>,<<CHN>>,<<CHN027
Hangzhou>>,<<Zhejiang>>,<<CHN-ZHJ>>,<<China>>,<<CH>>,<<CHN>>,<<CHN028
Nanchang>>,<<Jiangxi>>,<<CHN-JNG>>,<<China>>,<<CH>>,<<CHN>>,<<CHN029
Changsha>>,<<Hunan>>,<<CHN-HUN>>,<<China>>,<<CH>>,<<CHN>>,<<CHN030
Guangzhou>>,<<Guangdong>>,<<CHN-GND>>,<<China>>,<<CH>>,<<CHN>>,<<CHN031
Shenyang>>,<<Liaoning>>,<<CHN-LNN>>,<<China>>,<<CH>>,<<CHN>>,<<CHN032
Haikou>>,<<Hainan>>,<<CHN-HAI>>,<<China>>,<<CH>>,<<CHN>>,<<CHN033
Beijing>>,<<Beijing>>,<<CHN-BJN>>,<<China>>,<<CH>>,<<CHN>>,<<CHN034
Tianjin>>,<<Tianjin>>,<<CHN-TNJ>>,<<China>>,<<CH>>,<<CHN>>,<<CHN036
Shijiazhuang>>,<<Hebei>>,<<CHN-HEB>>,<<China>>,<<CH>>,<<CHN>>,<<CHN037
Taiyuan>>,<<Shanxi>>,<<CHN-SHX>>,<<China>>,<<CH>>,<<CHN>>,<<CHN038
Jinan>>,<<Shandong>>,<<CHN-SHD>>,<<China>>,<<CH>>,<<CHN>>,<<CHN039
Zhengzhou>>,<<Henan>>,<<CHN-HEN>>,<<China>>,<<CH>>,<<CHN>>,<<CHN040
Vladivostok>>,<<Primorskiy kray>>,<<RUS-PRM>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS075
Taejon>>,<<Ch'ungch'ong-namdo>>,<<KOR-CNM>>,<<South Korea>>,<<KS>>,<<KOR>>,<<KOR001
Chonju>>,<<Cholla-bukto>>,<<KOR-CBU>>,<<South Korea>>,<<KS>>,<<KOR>>,<<KOR002
Pusan>>,<<Pusan-jikhalsi>>,<<KOR-PSN>>,<<South Korea>>,<<KS>>,<<KOR>>,<<KOR003
Kwangju>>,<<Kwangju-jikhalsi>>,<<KOR-KWN>>,<<South Korea>>,<<KS>>,<<KOR>>,<<KOR004
Taegu>>,<<Taegu-jikhalsi>>,<<KOR-TGN>>,<<South Korea>>,<<KS>>,<<KOR>>,<<KOR005
Wonsan>>,<<Kangwon-do>>,<<PRK-KDO>>,<<North Korea>>,<<KN>>,<<PRK>>,<<PRK002
Sariwon>>,<<Hwanghae-bukto>>,<<PRK-HBK>>,<<North Korea>>,<<KN>>,<<PRK>>,<<PRK004
Haeju>>,<<Hwanghae-namdo>>,<<PRK-HNM>>,<<North Korea>>,<<KN>>,<<PRK>>,<<PRK005
Kaesong>>,<<Kaesong-si>>,<<PRK-KSI>>,<<North Korea>>,<<KN>>,<<PRK>>,<<PRK006
Seoul>>,<<Seoul-jikhalsi>>,<<KOR-SJK>>,<<South Korea>>,<<KS>>,<<KOR>>,<<KOR009
Changchun>>,<<Jilin>>,<<CHN-JIL>>,<<China>>,<<CH>>,<<CHN>>,<<CHN041
Hyesan>>,<<Yanggang-do>>,<<PRK-YDO>>,<<North Korea>>,<<KN>>,<<PRK>>,<<PRK007
Kanggye>>,<<Chagang-do>>,<<PRK-CDO>>,<<North Korea>>,<<KN>>,<<PRK>>,<<PRK008
Sinuiju>>,<<P'yongan-bukto>>,<<PRK-PBU>>,<<North Korea>>,<<KN>>,<<PRK>>,<<PRK009
Hamhung>>,<<Hamgyong-namdo>>,<<PRK-HNA>>,<<North Korea>>,<<KN>>,<<PRK>>,<<PRK010
Kita Kyushu>>,<<Kyushu>>,<<JPN-KYS>>,<<Japan>>,<<JA>>,<<JPN>>,<<JPN004
Fukuoka>>,<<Kyushu>>,<<JPN-KYS>>,<<Japan>>,<<JA>>,<<JPN>>,<<JPN005
Cheju>>,<<Cheju-do>>,<<KOR-CDO>>,<<South Korea>>,<<KS>>,<<KOR>>,<<KOR010
Nagasaki>>,<<Kyushu>>,<<JPN-KYS>>,<<Japan>>,<<JA>>,<<JPN>>,<<JPN006
Naha>>,<<Okinawa>>,<<JPN-OKN>>,<<Japan>>,<<JA>>,<<JPN>>,<<JPN007
Hong Kong>>,<<Hong Kong>>,<<CHN-HKG>>,<<China>>,<<CH>>,<<CHN>>,<<CHN044
Macau>>,<<Macau>>,<<CHN-MAC>>,<<China>>,<<CH>>,<<CHN>>,<<CHN045
Quezon City>>,<<National Capital Region>>,<<PHL-NCR>>,<<Philippines>>,<<RP>>,<<PHL>>,<<PHL002
Manila>>,<<National Capital Region>>,<<PHL-NCR>>,<<Philippines>>,<<RP>>,<<PHL>>,<<PHL003
Bandar Seri Begawan>>,<<Brunei>>,<<BRN>>,<<Brunei>>,<<BX>>,<<BRN>>,<<BRN001
Ulaanbaatar>>,<<Ulaanbaatar>>,<<MNG-ULN>>,<<Mongolia>>,<<MG>>,<<MNG>>,<<MNG004
Altay>>,<<Govi-Altay>>,<<MNG-GAL>>,<<Mongolia>>,<<MG>>,<<MNG>>,<<MNG007
Krasnoyarsk>>,<<Krasnoyarskiy kray>>,<<RUS-KRA>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS080
Abakan>>,<<Respublika Khakasiya>>,<<RUS-KHK>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS081
Kyzyl>>,<<Respublika Tyva>>,<<RUS-TUV>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS082
Darhan>>,<<Darhan>>,<<MNG-DRH>>,<<Mongolia>>,<<MG>>,<<MNG>>,<<MNG014
Irkutsk>>,<<Irkutskaya oblast'>>,<<RUS-IRK>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS083
Ulan Ude>>,<<Respublika Buryatiya>>,<<RUS-BUR>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS084
Yakutsk>>,<<Respublika Sakha(Yakutiya)>>,<<RUS-YAK>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS086
Chita>>,<<Chitinskaya oblast'>>,<<RUS-CHI>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS087
Blagoveshchensk>>,<<Amurskaya oblast'>>,<<RUS-AMU>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS088
Harbin>>,<<Heilongjiang>>,<<CHN-HLN>>,<<China>>,<<CH>>,<<CHN>>,<<CHN048
Birobidzhan>>,<<Yevreyskaya avtonomnaya oblast'>>,<<RUS-YEV>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS090
Magadan>>,<<Magadanskaya oblast'>>,<<RUS-MAG>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS091
Khabarovsk>>,<<Khabarovskiy kray>>,<<RUS-KHA>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS094
Yuzhno-Sakhalinsk>>,<<Sakhalinskaya oblast'>>,<<RUS-SAK>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS095
Anadyr>>,<<Chukotskiy avtonomnyy okrug>>,<<RUS-CHU>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS097
Tarawa>>,<<Kiribati>>,<<KIR>>,<<Kiribati>>,<<KR>>,<<KIR>>,<<KIR001
Sapporo>>,<<Hokkaido>>,<<JPN-HKK>>,<<Japan>>,<<JA>>,<<JPN>>,<<JPN008
Aomori>>,<<Tohoku>>,<<JPN-THO>>,<<Japan>>,<<JA>>,<<JPN>>,<<JPN009
Sendai>>,<<Tohoku>>,<<JPN-THO>>,<<Japan>>,<<JA>>,<<JPN>>,<<JPN010
Tokyo>>,<<Kanto>>,<<JPN-KNT>>,<<Japan>>,<<JA>>,<<JPN>>,<<JPN011
Kawasaki>>,<<Kanto>>,<<JPN-KNT>>,<<Japan>>,<<JA>>,<<JPN>>,<<JPN012
Yokohama>>,<<Kanto>>,<<JPN-KNT>>,<<Japan>>,<<JA>>,<<JPN>>,<<JPN013
Nagoya>>,<<Chubu>>,<<JPN-CHB>>,<<Japan>>,<<JA>>,<<JPN>>,<<JPN014
Kyoto>>,<<Kinki>>,<<JPN-KIN>>,<<Japan>>,<<JA>>,<<JPN>>,<<JPN015
Kobe>>,<<Kinki>>,<<JPN-KIN>>,<<Japan>>,<<JA>>,<<JPN>>,<<JPN016
Osaka>>,<<Kinki>>,<<JPN-KIN>>,<<Japan>>,<<JA>>,<<JPN>>,<<JPN017
Gifu>>,<<Chubu>>,<<JPN-CHB>>,<<Japan>>,<<JA>>,<<JPN>>,<<JPN018
Mutare>>,<<Manicaland>>,<<ZWE-MNC>>,<<Zimbabwe>>,<<ZI>>,<<ZWE>>,<<ZWE001
Moroni>>,<<Comoros>>,<<COM>>,<<Comoros>>,<<CN>>,<<COM>>,<<COM001
